Latitude,Longitude,RowID,IncidentNumber,ArrestNumber,Age,Sex,Race,ArrestDateTime,ArrestLocation,IncidentOffence,IncidentLocation,Charge_CJIS,ChargeDescription,District,Post,Neighborhood,GeoLocation,Shape,geometry,longitude,latitude,address_test,c_cjisid,c_chargeid,c_cjiscode,c_class,c_describe35,c_describe70,Detail,c_date_begin,c_date_end,c_article,c_section,c_subsec,c_paragraph,c_felony,c_jailable,c_phrqd,c_maxfine,c_timetype,c_timeamt,c_ruleno,c_description,c_notes,c_mod_date,c_new_date,describe_test,Charge
39.3043,-76.6338,79955,24J04099,24164115,25.0,Male,Black,2024-10-12 22:40:00+00:00,1700 DIVISION ST,Unknown Offense,1700 DIVISION ST,1 1609,HGV,Western,713,Upton,"(39.3043,-76.6338)",,POINT (-76.6338 39.3043),-76.6338,39.3043,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2949,-76.655,83042,24J03114,24162846,28.0,Male,Black,2024-10-09 20:20:00+00:00,2400 EDMONDSON AVE,Unknown Offense,2400 EDMONDSON AVE,1 1609,HGV,Western,725,Rosemont Homeowners/Tenants,"(39.2949,-76.655)",,POINT (-76.655 39.2949),-76.655,39.2949,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.2949,-76.655,83042,24J03114,24162846,28.0,Male,Black,2024-10-09 20:20:00+00:00,2400 EDMONDSON AVE,Unknown Offense,2400 EDMONDSON AVE,1 1609,HGV,Western,725,Rosemont Homeowners/Tenants,"(39.2949,-76.655)",,POINT (-76.655 39.2949),-76.655,39.2949,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3032,-76.6027,89609,24J01004,24159536,20.0,Male,Black,2024-10-03 22:15:00+00:00,1100 HARFORD AVE,Unknown Offense,1100 HARFORD AVE,1 1609,HGV,Central,124,Johnston Square,"(39.3032,-76.6027)",,POINT (-76.6027 39.3032),-76.6027,39.3032,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3032,-76.6027,89609,24J01004,24159536,20.0,Male,Black,2024-10-03 22:15:00+00:00,1100 HARFORD AVE,Unknown Offense,1100 HARFORD AVE,1 1609,HGV,Central,124,Johnston Square,"(39.3032,-76.6027)",,POINT (-76.6027 39.3032),-76.6027,39.3032,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3084,-76.6612,89629,24J00838,24159405,40.0,Male,White,2024-10-03 13:28:00+00:00,1800 BRADDISH AVE,Unknown Offense,1800 BRADDISH AVE,1 1609,HGV,Western,721,Coppin Heights/Ash-Co-East,"(39.3084,-76.6612)",,POINT (-76.6612 39.3084),-76.6612,39.3084,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3084,-76.6612,89629,24J00838,24159405,40.0,Male,White,2024-10-03 13:28:00+00:00,1800 BRADDISH AVE,Unknown Offense,1800 BRADDISH AVE,1 1609,HGV,Western,721,Coppin Heights/Ash-Co-East,"(39.3084,-76.6612)",,POINT (-76.6612 39.3084),-76.6612,39.3084,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3067,-76.6195,89633,24J00831,24159420,40.0,Male,Black,2024-10-03 13:00:00+00:00,1200 MT ROYAL AVE,Unknown Offense,1200 MT ROYAL AVE,1 1609,BURGLARY,Central,117,Mid-Town Belvedere,"(39.3067,-76.6195)",,POINT (-76.6195 39.3067),-76.6195,39.3067,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3067,-76.6195,89633,24J00831,24159420,40.0,Male,Black,2024-10-03 13:00:00+00:00,1200 MT ROYAL AVE,Unknown Offense,1200 MT ROYAL AVE,1 1609,BURGLARY,Central,117,Mid-Town Belvedere,"(39.3067,-76.6195)",,POINT (-76.6195 39.3067),-76.6195,39.3067,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3038,-76.6693,90678,24J00652,24158653,59.0,Male,Black,2024-10-02 20:45:00+00:00,1400 ROSEDALE ST,Unknown Offense,1400 ROSEDALE ST,1 1609,HGV,Northwest,615,Rosemont,"(39.3038,-76.6693)",,POINT (-76.6693 39.3038),-76.6693,39.3038,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3038,-76.6693,90678,24J00652,24158653,59.0,Male,Black,2024-10-02 20:45:00+00:00,1400 ROSEDALE ST,Unknown Offense,1400 ROSEDALE ST,1 1609,HGV,Northwest,615,Rosemont,"(39.3038,-76.6693)",,POINT (-76.6693 39.3038),-76.6693,39.3038,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2952,-76.6507,90724,24J00360,24158156,54.0,Male,Black,2024-10-02 02:31:00+00:00,2100 EDMONDSON AVE,Unknown Offense,2100 EDMONDSON AVE,1 1609,HGV,Western,725,Midtown-Edmondson,"(39.2952,-76.6507)",,POINT (-76.6507 39.2952),-76.6507,39.2952,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.2952,-76.6507,90724,24J00360,24158156,54.0,Male,Black,2024-10-02 02:31:00+00:00,2100 EDMONDSON AVE,Unknown Offense,2100 EDMONDSON AVE,1 1609,HGV,Western,725,Midtown-Edmondson,"(39.2952,-76.6507)",,POINT (-76.6507 39.2952),-76.6507,39.2952,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2844,-76.6469,96832,24I08961,24155744,30.0,Male,Black,2024-09-26 20:32:00+00:00,1900 MCHENRY ST,Unknown Offense,1900 MCHENRY ST,1 1609,HGV,Southwest,822,Carrollton Ridge,"(39.2844,-76.6469)",,POINT (-76.6469 39.2844),-76.6469,39.2844,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.2844,-76.6469,96832,24I08961,24155744,30.0,Male,Black,2024-09-26 20:32:00+00:00,1900 MCHENRY ST,Unknown Offense,1900 MCHENRY ST,1 1609,HGV,Southwest,822,Carrollton Ridge,"(39.2844,-76.6469)",,POINT (-76.6469 39.2844),-76.6469,39.2844,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2942,-76.5827,96846,24I08956,24155801,53.0,Male,Black,2024-09-26 15:37:00+00:00,2400 FAYETTE ST,Unknown Offense,2400 FAYETTE ST,1 1609,HGV,Southeast,223,Patterson Place,"(39.2942,-76.5827)",,POINT (-76.5827 39.2942),-76.5827,39.2942,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.2942,-76.5827,96846,24I08956,24155801,53.0,Male,Black,2024-09-26 15:37:00+00:00,2400 FAYETTE ST,Unknown Offense,2400 FAYETTE ST,1 1609,HGV,Southeast,223,Patterson Place,"(39.2942,-76.5827)",,POINT (-76.5827 39.2942),-76.5827,39.2942,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3483,-76.675,97907,24I07012,24154784,31.0,Male,Black,2024-09-25 20:40:00+00:00,5100 PARK HEIGHTS AVE,Unknown Offense,5100 PARK HEIGHTS AVE,1 1609,HGV,Northern,517,Central Park Heights,"(39.3483,-76.675)",,POINT (-76.675 39.3483),-76.675,39.3483,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3483,-76.675,97907,24I07012,24154784,31.0,Male,Black,2024-09-25 20:40:00+00:00,5100 PARK HEIGHTS AVE,Unknown Offense,5100 PARK HEIGHTS AVE,1 1609,HGV,Northern,517,Central Park Heights,"(39.3483,-76.675)",,POINT (-76.675 39.3483),-76.675,39.3483,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2996,-76.6262,103152,24I06960,24152194,35.0,Male,Black,2024-09-20 21:26:00+00:00,500 PRESTON ST,Unknown Offense,500 PRESTON ST,1 1609,HGV,Western,714,Upton,"(39.2996,-76.6262)",,POINT (-76.6262 39.2996),-76.6262,39.2996,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.2996,-76.6262,103152,24I06960,24152194,35.0,Male,Black,2024-09-20 21:26:00+00:00,500 PRESTON ST,Unknown Offense,500 PRESTON ST,1 1609,HGV,Western,714,Upton,"(39.2996,-76.6262)",,POINT (-76.6262 39.2996),-76.6262,39.2996,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2286,-76.5901,103169,24I06789,24152137,54.0,Male,Black,2024-09-20 14:30:00+00:00,4000 FAIRHAVEN AVE,Unknown Offense,4000 FAIRHAVEN AVE,1 1609,HGV,Southern,913,Curtis Bay,"(39.2286,-76.5901)",,POINT (-76.5901 39.2286),-76.5901,39.2286,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
